,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
196726,"	0","	2","	0","	8","	152","	10","	9","	0","	1","	6","	10","	0","	2","	2","	21","	6","	3","	13","	11","	8","	17","	3","	30","	9","	39","	13","	3","	8","	0","	1","	1","	14","	3","	0","	58","	20","	1","	11","	29","	9","	0","	0","	19","	55","	0","	9","	1","	25","	6","	2","	0","	"
196727,"	1","	4","	3","	6","	106","	2","	12","	0","	2","	9","	24","	0","	4","	0","	19","	6","	4","	5","	0","	9","	12","	0","	18","	11","	14","	5","	6","	6","	0","	4","	0","	12","	6","	0","	66","	16","	5","	18","	13","	0","	4","	0","	7","	43","	4","	32","	0","	13","	5","	1","	0","	"
196728,"	0","	1","	2","	13","	150","	6","	5","	2","	1","	12","	2","	0","	5","	3","	45","	3","	0","	7","	6","	12","	15","	3","	32","	7","	30","	10","	10","	3","	0","	1","	3","	21","	4","	0","	64","	25","	5","	12","	24","	1","	3","	0","	11","	46","	4","	17","	0","	19","	8","	10","	0","	"
196729,"	0","	3","	3","	0","	121","	16","	18","	3","	2","	15","	0","	4","	10","	0","	34","	8","	9","	21","	15","	13","	21","	3","	23","	8","	28","	12","	3","	8","	0","	0","	0","	13","	10","	0","	54","	20","	5","	8","	11","	2","	1","	0","	15","	42","	2","	6","	0","	2","	4","	2","	0","	"
196730,"	2","	8","	4","	5","	132","	6","	3","	0","	4","	9","	13","	3","	7","	0","	39","	5","	1","	8","	8","	13","	10","	3","	16","	9","	24","	10","	2","	14","	1","	0","	1","	19","	4","	0","	80","	19","	9","	17","	30","	4","	3","	0","	14","	56","	2","	6","	0","	15","	5","	5","	0","	"
196731,"	0","	5","	3","	9","	154","	0","	8","	2","	3","	19","	14","	0","	7","	0","	43","	6","	9","	13","	13","	17","	14","	1","	33","	3","	11","	6","	2","	5","	0","	1","	0","	41","	4","	0","	40","	20","	6","	16","	28","	3","	2","	0","	9","	44","	3","	9","	0","	18","	5","	4","	2","	"
196732,"	0","	5","	4","	14","	175","	0","	6","	2","	1","	25","	19","	1","	3","	7","	17","	5","	5","	9","	15","	16","	16","	1","	34","	2","	22","	0","	1","	8","	0","	1","	1","	28","	3","	0","	24","	14","	4","	14","	21","	4","	2","	0","	18","	58","	2","	13","	0","	15","	4","	6","	1","	"
196733,"	0","	3","	1","	3","	142","	12","	7","	2","	1","	7","	39","	0","	5","	1","	46","	9","	0","	19","	16","	0","	20","	1","	38","	2","	26","	7","	2","	4","	3","	1","	0","	13","	5","	0","	60","	27","	7","	10","	22","	3","	4","	0","	16","	48","	0","	15","	1","	24","	8","	3","	0","	"
196734,"	2","	5","	3","	8","	178","	14","	10","	2","	4","	21","	15","	2","	1","	0","	25","	12","	4","	10","	15","	8","	20","	1","	30","	11","	12","	8","	0","	3","	0","	4","	0","	20","	8","	0","	88","	17","	6","	14","	27","	0","	0","	0","	21","	51","	1","	19","	0","	26","	4","	3","	2","	"
196735,"	0","	6","	1","	6","	146","	7","	17","	0","	0","	20","	19","	0","	4","	3","	12","	9","	5","	2","	13","	9","	7","	2","	30","	3","	16","	1","	0","	9","	1","	0","	0","	24","	2","	0","	72","	51","	13","	12","	13","	2","	1","	0","	18","	47","	2","	7","	0","	15","	6","	4","	1","	"
196736,"	2","	5","	16","	14","	130","	1","	6","	0","	3","	7","	16","	0","	3","	7","	36","	3","	11","	11","	16","	26","	11","	5","	34","	10","	9","	3","	8","	2","	0","	1","	0","	20","	0","	0","	49","	11","	4","	12","	12","	7","	3","	1","	10","	37","	1","	11","	0","	10","	5","	1","	0","	"
196737,"	2","	6","	34","	14","	180","	3","	18","	3","	5","	11","	16","	1","	8","	3","	34","	7","	11","	55","	14","	18","	21","	1","	37","	13","	26","	9","	4","	11","	2","	1","	0","	17","	3","	0","	58","	18","	1","	20","	50","	7","	2","	0","	13","	63","	2","	7","	0","	13","	12","	5","	0","	"
196738,"	1","	8","	7","	4","	177","	8","	20","	0","	12","	14","	10","	1","	8","	1","	15","	6","	3","	14","	15","	22","	17","	2","	33","	11","	23","	13","	4","	7","	0","	0","	0","	24","	4","	0","	60","	26","	2","	6","	28","	6","	5","	0","	7","	51","	9","	7","	0","	8","	1","	9","	0","	"
196739,"	0","	5","	30","	1","	181","	0","	16","	1","	5","	12","	30","	5","	5","	1","	44","	8","	6","	71","	19","	12","	21","	2","	45","	18","	15","	15","	6","	6","	2","	1","	2","	23","	27","	0","	87","	35","	14","	20","	39","	0","	0","	0","	9","	64","	0","	11","	1","	25","	5","	15","	0","	"
196740,"	1","	11","	6","	6","	182","	0","	8","	1","	12","	33","	16","	0","	6","	0","	25","	21","	0","	12","	14","	20","	12","	7","	36","	8","	42","	20","	11","	8","	0","	2","	0","	27","	11","	0","	73","	23","	11","	5","	28","	8","	7","	0","	18","	59","	2","	5","	1","	16","	5","	4","	0","	"
196741,"	0","	0","	10","	10","	166","	0","	15","	1","	0","	6","	15","	0","	5","	1","	4","	10","	4","	16","	27","	15","	8","	1","	34","	9","	16","	15","	2","	5","	1","	3","	2","	21","	13","	3","	49","	45","	4","	20","	14","	4","	4","	1","	14","	40","	0","	13","	0","	11","	4","	9","	0","	"
196742,"	1","	3","	13","	5","	185","	4","	15","	1","	6","	7","	18","	0","	7","	1","	62","	14","	4","	24","	13","	19","	13","	2","	29","	8","	24","	10","	3","	7","	0","	2","	2","	34","	6","	0","	89","	27","	15","	13","	34","	5","	3","	0","	26","	41","	5","	13","	0","	20","	2","	10","	0","	"
196743,"	0","	9","	4","	4","	166","	19","	16","	1","	3","	21","	5","	1","	1","	1","	18","	18","	6","	23","	12","	13","	22","	2","	53","	10","	12","	8","	2","	2","	0","	3","	0","	27","	3","	0","	55","	31","	8","	11","	26","	1","	2","	0","	13","	56","	1","	20","	0","	13","	5","	13","	1","	"
196744,"	0","	2","	7","	11","	168","	1","	7","	1","	8","	8","	50","	4","	7","	1","	39","	9","	3","	11","	10","	9","	9","	6","	37","	10","	19","	9","	5","	8","	0","	2","	1","	20","	6","	0","	101","	25","	1","	9","	34","	2","	1","	1","	14","	29","	0","	13","	0","	0","	9","	10","	2","	"
196745,"	0","	1","	9","	3","	168","	3","	8","	1","	2","	12","	6","	0","	5","	0","	32","	16","	6","	21","	12","	17","	20","	1","	23","	3","	24","	7","	3","	9","	2","	2","	0","	20","	26","	0","	71","	37","	1","	14","	32","	1","	9","	0","	17","	35","	3","	16","	0","	7","	3","	16","	1","	"
196746,"	0","	7","	1","	4","	180","	11","	27","	0","	2","	11","	41","	3","	10","	0","	58","	5","	3","	52","	9","	10","	9","	4","	33","	15","	18","	6","	4","	5","	2","	3","	0","	19","	4","	0","	65","	34","	3","	16","	40","	3","	6","	0","	11","	58","	1","	4","	1","	10","	12","	16","	0","	"
196747,"	4","	3","	4","	9","	112","	7","	13","	0","	1","	8","	2","	1","	7","	3","	18","	27","	6","	16","	19","	9","	15","	1","	36","	7","	2","	14","	0","	1","	0","	1","	0","	65","	5","	1","	71","	46","	3","	9","	19","	5","	0","	0","	17","	38","	2","	14","	0","	32","	11","	7","	0","	"
196748,"	0","	2","	22","	0","	161","	0","	22","	2","	5","	11","	34","	1","	16","	0","	37","	12","	6","	19","	18","	12","	13","	2","	39","	17","	12","	16","	7","	3","	2","	0","	0","	23","	2","	2","	49","	25","	6","	12","	29","	2","	1","	0","	20","	43","	0","	10","	0","	20","	15","	13","	2","	"
196749,"	3","	9","	0","	3","	227","	4","	11","	2","	0","	14","	18","	1","	0","	4","	22","	13","	4","	40","	13","	12","	10","	2","	35","	26","	20","	17","	5","	12","	0","	2","	0","	25","	8","	0","	83","	48","	10","	18","	49","	3","	4","	1","	26","	52","	0","	6","	0","	18","	6","	8","	1","	"
196750,"	0","	4","	2","	8","	129","	16","	22","	0","	6","	5","	9","	0","	7","	1","	59","	8","	3","	40","	19","	7","	10","	2","	21","	14","	9","	14","	4","	1","	7","	1","	0","	13","	10","	0","	92","	35","	5","	12","	27","	7","	1","	0","	17","	46","	0","	10","	0","	13","	9","	0","	1","	"
196751,"	2","	4","	6","	41","	155","	7","	16","	0","	0","	6","	41","	2","	6","	1","	19","	18","	6","	33","	14","	16","	10","	3","	36","	23","	9","	6","	6","	2","	0","	3","	2","	20","	5","	0","	49","	46","	23","	20","	40","	5","	0","	0","	18","	0","	5","	10","	0","	16","	1","	4","	0","	"
196752,"	0","	4","	0","	11","	171","	3","	11","	0","	4","	6","	6","	0","	6","	1","	42","	5","	2","	10","	8","	9","	12","	2","	27","	8","	25","	2","	6","	5","	2","	0","	0","	23","	11","	0","	53","	32","	9","	9","	26","	2","	0","	0","	12","	32","	1","	25","	0","	9","	6","	0","	0","	"
196801,"	4","	11","	1","	7","	112","	0","	4","	0","	4","	10","	10","	11","	3","	0","	2","	0","	3","	37","	0","	8","	12","	2","	19","	2","	26","	6","	4","	2","	1","	0","	2","	18","	3","	0","	47","	26","	6","	17","	21","	4","	0","	0","	14","	39","	6","	14","	0","	14","	19","	6","	0","	"
196802,"	1","	6","	1","	15","	182","	0","	12","	1","	1","	6","	34","	0","	10","	8","	15","	4","	11","	37","	13","	19","	15","	2","	38","	9","	4","	5","	5","	6","	1","	3","	1","	57","	14","	0","	35","	52","	9","	14","	11","	4","	0","	1","	23","	40","	2","	8","	1","	9","	10","	4","	0","	"
196803,"	2","	4","	2","	5","	184","	1","	23","	1","	0","	14","	13","	0","	9","	9","	34","	3","	6","	29","	11","	13","	14","	0","	42","	19","	16","	7","	7","	4","	4","	2","	0","	14","	2","	0","	75","	58","	16","	16","	33","	8","	1","	0","	18","	38","	2","	18","	0","	16","	16","	4","	1","	"
196804,"	0","	5","	3","	7","	184","	3","	9","	2","	3","	7","	36","	2","	11","	3","	45","	4","	5","	27","	8","	10","	11","	0","	50","	20","	17","	16","	4","	5","	3","	1","	0","	37","	9","	0","	60","	46","	23","	9","	34","	4","	3","	0","	30","	66","	8","	4","	1","	24","	9","	9","	0","	"
196805,"	0","	4","	0","	4","	229","	5","	6","	1","	3","	11","	21","	3","	10","	1","	55","	10","	10","	44","	13","	15","	10","	2","	37","	9","	23","	11","	6","	6","	12","	2","	0","	28","	7","	0","	36","	28","	16","	13","	17","	9","	0","	0","	29","	45","	5","	2","	0","	21","	9","	3","	0","	"
196806,"	2","	11","	1","	14","	176","	11","	3","	1","	7","	5","	24","	4","	23","	3","	53","	11","	4","	8","	12","	20","	25","	2","	33","	14","	20","	22","	2","	3","	3","	2","	0","	20","	2","	1","	68","	50","	8","	9","	26","	4","	0","	1","	18","	65","	7","	19","	0","	14","	7","	14","	2","	"
196807,"	2","	9","	0","	7","	182","	19","	9","	2","	4","	17","	35","	0","	15","	3","	42","	2","	5","	49","	15","	17","	12","	6","	35","	12","	9","	12","	8","	6","	2","	2","	0","	15","	3","	0","	52","	38","	12","	7","	24","	1","	2","	3","	22","	53","	6","	6","	0","	9","	8","	11","	0","	"
196808,"	2","	3","	5","	8","	161","	9","	11","	2","	4","	8","	29","	1","	17","	4","	35","	20","	5","	26","	20","	6","	12","	4","	32","	5","	35","	8","	7","	11","	0","	1","	0","	20","	13","	0","	79","	47","	34","	14","	20","	19","	0","	0","	28","	76","	10","	7","	1","	11","	14","	10","	0","	"
196809,"	1","	3","	11","	3","	147","	1","	2","	4","	1","	14","	10","	1","	9","	0","	42","	8","	4","	17","	10","	10","	13","	2","	31","	14","	37","	7","	2","	7","	0","	2","	0","	35","	7","	0","	56","	59","	11","	17","	38","	11","	0","	0","	31","	39","	5","	7","	0","	24","	21","	11","	0","	"
196810,"	0","	7","	5","	0","	233","	31","	7","	2","	3","	15","	35","	2","	22","	2","	60","	9","	6","	34","	13","	10","	13","	4","	31","	8","	16","	7","	8","	5","	1","	1","	4","	49","	4","	4","	66","	45","	0","	20","	24","	4","	0","	0","	20","	52","	11","	6","	0","	21","	12","	4","	0","	"
196811,"	0","	4","	0","	20","	203","	7","	11","	2","	5","	10","	8","	5","	7","	1","	55","	15","	3","	36","	17","	19","	13","	0","	29","	16","	20","	5","	2","	10","	0","	0","	1","	28","	6","	1","	53","	42","	16","	14","	44","	7","	0","	0","	23","	31","	8","	14","	0","	25","	18","	6","	3","	"
196812,"	3","	11","	9","	8","	191","	2","	9","	1","	5","	22","	4","	1","	22","	3","	44","	9","	11","	33","	6","	16","	17","	0","	39","	15","	13","	15","	4","	2","	4","	3","	2","	28","	7","	0","	70","	37","	8","	15","	24","	4","	1","	2","	15","	58","	4","	9","	0","	29","	25","	5","	1","	"
196813,"	0","	13","	1","	13","	220","	22","	9","	1","	3","	16","	42","	0","	10","	4","	39","	6","	4","	16","	15","	17","	14","	1","	31","	8","	11","	8","	9","	10","	0","	4","	1","	19","	3","	1","	64","	47","	9","	14","	41","	6","	2","	1","	43","	48","	9","	12","	0","	21","	7","	3","	0","	"
196814,"	2","	4","	2","	9","	229","	40","	8","	2","	5","	15","	29","	0","	22","	1","	44","	7","	1","	14","	8","	9","	22","	2","	40","	21","	22","	8","	13","	0","	0","	0","	0","	38","	8","	3","	73","	33","	3","	21","	31","	14","	1","	1","	32","	54","	3","	4","	0","	19","	13","	8","	0","	"
196815,"	0","	4","	4","	9","	193","	9","	2","	1","	0","	30","	28","	10","	22","	0","	41","	5","	2","	26","	12","	10","	17","	0","	7","	12","	8","	13","	5","	6","	4","	5","	0","	25","	7","	1","	77","	56","	4","	14","	28","	4","	0","	1","	16","	42","	7","	10","	0","	8","	15","	1","	0","	"
196816,"	0","	5","	3","	9","	145","	14","	19","	2","	3","	9","	16","	0","	4","	3","	33","	13","	7","	31","	18","	21","	16","	1","	16","	11","	11","	8","	2","	1","	0","	0","	1","	24","	2","	0","	79","	50","	21","	20","	50","	2","	1","	0","	16","	59","	10","	9","	2","	22","	7","	2","	0","	"
196817,"	0","	5","	7","	5","	215","	19","	8","	1","	1","	32","	11","	0","	17","	1","	49","	6","	9","	14","	11","	19","	11","	3","	39","	22","	32","	7","	7","	13","	0","	0","	1","	22","	2","	1","	72","	38","	5","	16","	44","	2","	1","	0","	15","	52","	11","	20","	1","	24","	12","	7","	2","	"
196818,"	0","	15","	2","	3","	196","	3","	4","	0","	0","	29","	22","	4","	7","	0","	33","	15","	8","	26","	16","	22","	15","	4","	29","	4","	16","	9","	8","	12","	0","	1","	2","	21","	5","	0","	26","	41","	7","	19","	54","	10","	4","	0","	14","	41","	2","	7","	0","	26","	9","	6","	0","	"
196819,"	7","	4","	4","	9","	231","	15","	4","	2","	2","	25","	33","	2","	9","	6","	71","	18","	10","	21","	10","	14","	11","	1","	41","	11","	15","	7","	5","	3","	1","	1","	1","	33","	5","	0","	76","	42","	2","	17","	31","	11","	4","	1","	25","	45","	4","	10","	0","	17","	7","	3","	2","	"
196820,"	0","	1","	6","	22","	222","	28","	4","	0","	0","	17","	3","	0","	20","	3","	49","	14","	13","	21","	14","	16","	18","	0","	50","	11","	28","	12","	11","	16","	0","	1","	1","	29","	6","	1","	70","	31","	21","	17","	21","	7","	1","	0","	16","	56","	1","	12","	1","	35","	16","	1","	0","	"
196821,"	0","	2","	2","	4","	229","	3","	8","	1","	2","	28","	11","	0","	14","	6","	27","	7","	7","	5","	12","	11","	13","	2","	38","	21","	35","	13","	4","	5","	0","	0","	0","	19","	6","	0","	77","	62","	3","	27","	35","	2","	3","	0","	9","	51","	2","	2","	0","	31","	10","	9","	1","	"
196822,"	0","	2","	2","	4","	163","	16","	9","	0","	4","	13","	39","	0","	5","	0","	26","	12","	12","	26","	14","	15","	10","	0","	109","	4","	3","	11","	10","	5","	0","	3","	0","	30","	3","	0","	52","	44","	16","	7","	23","	10","	0","	3","	15","	41","	8","	9","	0","	27","	8","	4","	1","	"
196823,"	0","	4","	1","	3","	219","	0","	6","	2","	5","	20","	1","	0","	6","	0","	44","	12","	8","	23","	5","	17","	17","	2","	42","	9","	11","	7","	8","	0","	0","	1","	0","	43","	5","	0","	58","	30","	21","	17","	39","	4","	4","	1","	24","	31","	1","	5","	0","	13","	3","	8","	0","	"
196824,"	0","	4","	0","	6","	203","	14","	6","	0","	2","	13","	22","	0","	6","	2","	33","	11","	10","	5","	20","	11","	13","	0","	41","	9","	21","	12","	8","	6","	2","	3","	0","	33","	2","	0","	73","	21","	10","	16","	28","	2","	2","	0","	21","	36","	1","	12","	0","	37","	8","	3","	1","	"
196825,"	0","	1","	14","	5","	221","	42","	8","	2","	0","	18","	2","	1","	6","	1","	33","	11","	3","	14","	13","	25","	25","	2","	43","	16","	13","	3","	5","	3","	3","	3","	0","	40","	10","	0","	76","	48","	8","	9","	50","	7","	1","	1","	17","	39","	3","	5","	0","	16","	16","	12","	1","	"
196826,"	3","	6","	8","	4","	202","	29","	6","	4","	6","	15","	2","	3","	5","	2","	0","	12","	36","	4","	16","	13","	11","	1","	45","	13","	20","	7","	3","	5","	4","	2","	0","	43","	4","	0","	66","	31","	21","	16","	38","	1","	1","	3","	9","	43","	5","	5","	0","	30","	12","	1","	2","	"
196827,"	0","	3","	0","	9","	187","	0","	4","	0","	4","	24","	16","	0","	9","	0","	23","	21","	11","	9","	8","	20","	9","	0","	31","	11","	7","	3","	1","	11","	3","	1","	1","	36","	0","	4","	51","	18","	5","	6","	26","	2","	3","	0","	14","	26","	2","	10","	1","	21","	12","	7","	1","	"
196828,"	3","	3","	0","	12","	214","	0","	7","	2","	3","	23","	5","	2","	7","	2","	49","	13","	10","	12","	12","	14","	20","	3","	44","	11","	17","	4","	12","	6","	0","	1","	0","	35","	5","	1","	78","	39","	5","	12","	37","	10","	2","	1","	29","	31","	4","	3","	0","	11","	11","	1","	0","	"
196829,"	1","	3","	5","	8","	232","	15","	18","	1","	3","	19","	14","	0","	6","	2","	22","	5","	7","	24","	8","	19","	14","	0","	22","	12","	18","	17","	6","	6","	0","	0","	0","	26","	4","	1","	63","	38","	4","	26","	27","	1","	1","	0","	26","	33","	3","	8","	0","	23","	8","	6","	2","	"
196830,"	1","	3","	1","	6","	203","	31","	8","	3","	9","	28","	17","	0","	7","	4","	22","	7","	10","	27","	17","	25","	16","	0","	37","	9","	36","	12","	6","	2","	0","	1","	1","	25","	2","	0","	62","	26","	3","	25","	36","	3","	1","	7","	25","	43","	5","	7","	0","	25","	16","	11","	0","	"
196831,"	2","	6","	0","	5","	223","	3","	19","	1","	5","	16","	53","	23","	4","	0","	43","	16","	8","	9","	18","	25","	14","	1","	55","	12","	10","	9","	8","	8","	2","	0","	0","	14","	6","	0","	72","	35","	2","	21","	25","	12","	1","	3","	20","	39","	6","	6","	8","	19","	12","	2","	1","	"
196832,"	1","	3","	6","	4","	229","	13","	11","	0","	4","	10","	9","	2","	4","	1","	26","	13","	7","	15","	12","	16","	1","	0","	39","	20","	9","	7","	7","	14","	2","	4","	1","	38","	4","	0","	87","	46","	8","	10","	23","	4","	1","	4","	17","	58","	4","	6","	4","	29","	5","	1","	1","	"
196833,"	0","	1","	3","	20","	226","	0","	10","	0","	3","	40","	27","	3","	6","	5","	31","	8","	5","	21","	16","	36","	15","	2","	36","	30","	13","	15","	3","	3","	1","	2","	2","	23","	4","	0","	84","	53","	1","	18","	33","	15","	4","	1","	19","	36","	8","	7","	0","	25","	12","	6","	0","	"
196834,"	1","	1","	4","	13","	245","	38","	16","	0","	3","	26","	0","	0","	2","	1","	35","	6","	6","	24","	11","	33","	15","	0","	32","	19","	14","	7","	5","	7","	0","	5","	0","	23","	0","	1","	86","	42","	7","	7","	37","	8","	2","	1","	13","	0","	6","	14","	3","	22","	6","	7","	2","	"
196835,"	4","	3","	3","	5","	252","	7","	10","	4","	2","	32","	11","	1","	1","	0","	23","	6","	9","	13","	14","	36","	12","	1","	46","	18","	12","	11","	3","	16","	0","	0","	0","	30","	7","	0","	79","	28","	0","	10","	16","	8","	2","	1","	25","	43","	8","	5","	1","	18","	7","	13","	0","	"
196836,"	0","	4","	0","	3","	213","	14","	2","	1","	3","	6","	18","	1","	5","	5","	24","	1","	1","	8","	13","	21","	11","	3","	27","	13","	17","	9","	6","	8","	1","	2","	2","	21","	4","	0","	36","	15","	4","	22","	52","	9","	5","	0","	15","	35","	1","	12","	0","	29","	5","	14","	2","	"
196837,"	2","	16","	0","	31","	254","	6","	11","	0","	9","	16","	39","	2","	6","	1","	40","	4","	4","	24","	17","	14","	9","	2","	55","	16","	25","	4","	11","	3","	1","	1","	0","	29","	7","	7","	91","	22","	2","	26","	47","	15","	8","	9","	12","	33","	10","	14","	7","	36","	3","	8","	0","	"
196838,"	3","	7","	7","	7","	280","	33","	20","	0","	4","	23","	17","	1","	11","	3","	35","	9","	4","	21","	16","	23","	12","	0","	67","	16","	21","	9","	8","	19","	1","	4","	0","	47","	4","	0","	103","	29","	8","	16","	18","	11","	3","	1","	18","	46","	4","	11","	13","	30","	0","	8","	0","	"
196839,"	1","	12","	0","	8","	241","	12","	8","	3","	1","	49","	21","	3","	10","	0","	35","	15","	14","	36","	18","	23","	14","	1","	38","	13","	9","	8","	12","	3","	1","	3","	2","	23","	7","	0","	90","	41","	8","	14","	61","	17","	7","	0","	24","	35","	3","	20","	2","	25","	4","	10","	0","	"
196840,"	1","	20","	4","	8","	235","	35","	10","	1","	3","	27","	16","	3","	5","	0","	40","	5","	11","	14","	12","	30","	17","	2","	53","	28","	15","	6","	2","	7","	2","	2","	1","	0","	5","	3","	115","	19","	2","	13","	30","	9","	7","	7","	28","	54","	4","	5","	4","	22","	11","	23","	0","	"
196841,"	0","	8","	2","	13","	249","	0","	14","	0","	2","	23","	18","	2","	5","	1","	8","	8","	4","	8","	17","	35","	11","	5","	61","	18","	19","	7","	10","	7","	1","	0","	0","	31","	5","	1","	84","	48","	12","	16","	38","	11","	8","	0","	19","	52","	2","	63","	3","	25","	12","	2","	6","	"
196842,"	1","	7","	11","	4","	205","	12","	18","	1","	0","	52","	17","	5","	8","	9","	55","	16","	6","	42","	14","	24","	14","	1","	52","	8","	15","	17","	4","	3","	0","	1","	2","	51","	7","	0","	88","	35","	3","	16","	47","	6","	10","	0","	18","	47","	5","	23","	5","	25","	7","	4","	0","	"
196843,"	3","	3","	0","	4","	213","	14","	10","	0","	4","	17","	16","	3","	9","	2","	31","	4","	13","	18","	12","	32","	23","	0","	49","	12","	15","	12","	2","	18","	3","	0","	1","	44","	4","	1","	89","	48","	3","	26","	43","	10","	6","	1","	25","	38","	2","	12","	0","	30","	4","	5","	1","	"
196844,"	3","	5","	4","	0","	257","	33","	8","	2","	1","	54","	30","	3","	21","	4","	52","	18","	12","	9","	19","	22","	11","	2","	45","	22","	9","	5","	0","	13","	0","	1","	0","	29","	2","	0","	106","	41","	12","	18","	52","	9","	4","	0","	13","	51","	1","	9","	3","	0","	10","	3","	0","	"
196845,"	8","	11","	2","	14","	200","	5","	9","	4","	3","	20","	26","	0","	4","	2","	54","	11","	5","	32","	15","	20","	14","	1","	48","	17","	10","	10","	2","	2","	0","	0","	0","	31","	6","	5","	57","	60","	0","	13","	17","	1","	8","	1","	14","	48","	6","	1","	0","	36","	16","	7","	0","	"
196846,"	2","	6","	2","	16","	181","	9","	5","	0","	0","	20","	0","	0","	6","	3","	36","	12","	18","	19","	11","	23","	13","	5","	65","	7","	25","	3","	3","	6","	1","	3","	5","	35","	5","	0","	34","	30","	11","	14","	75","	11","	5","	1","	25","	36","	2","	42","	0","	50","	10","	8","	0","	"
196847,"	1","	4","	6","	6","	221","	30","	24","	3","	0","	59","	34","	0","	4","	9","	55","	11","	16","	36","	20","	22","	23","	2","	51","	30","	14","	8","	7","	2","	0","	1","	0","	46","	7","	0","	162","	36","	7","	24","	31","	9","	8","	16","	23","	34","	2","	11","	1","	46","	12","	3","	1","	"
196848,"	0","	6","	0","	3","	192","	25","	13","	0","	1","	20","	17","	4","	4","	1","	18","	8","	2","	29","	7","	34","	15","	1","	46","	15","	1","	4","	1","	7","	0","	3","	1","	25","	14","	0","	87","	61","	1","	20","	41","	8","	7","	0","	12","	24","	8","	14","	0","	17","	9","	7","	1","	"
196849,"	3","	4","	6","	9","	218","	11","	11","	1","	2","	50","	12","	6","	10","	4","	45","	15","	7","	31","	14","	29","	15","	1","	56","	19","	6","	11","	1","	13","	1","	1","	4","	42","	5","	6","	60","	32","	1","	27","	24","	16","	7","	0","	29","	51","	5","	5","	2","	19","	6","	7","	1","	"
196850,"	2","	13","	6","	1","	191","	0","	14","	1","	3","	9","	19","	3","	9","	1","	34","	14","	10","	28","	10","	32","	18","	3","	53","	11","	8","	11","	1","	16","	1","	2","	4","	42","	0","	0","	97","	33","	17","	19","	48","	8","	8","	3","	10","	28","	8","	14","	3","	28","	21","	11","	1","	"
196851,"	0","	7","	0","	9","	186","	26","	5","	0","	0","	0","	12","	2","	11","	3","	30","	9","	4","	10","	18","	24","	12","	2","	44","	7","	12","	2","	1","	13","	0","	0","	1","	23","	25","	0","	61","	35","	8","	13","	34","	11","	5","	1","	17","	0","	6","	12","	0","	24","	5","	2","	0","	"
196852,"	12","	7","	0","	4","	202","	0","	10","	2","	1","	34","	6","	3","	7","	0","	18","	7","	3","	11","	6","	8","	13","	4","	46","	5","	13","	1","	9","	6","	0","	0","	1","	29","	2","	0","	70","	20","	4","	0","	36","	8","	3","	0","	1","	29","	3","	7","	0","	13","	7","	2","	0","	"
196901,"	1","	10","	0","	9","	126","	0","	6","	0","	2","	32","	21","	2","	4","	1","	5","	0","	0","	24","	8","	21","	6","	6","	27","	3","	19","	6","	5","	11","	0","	2","	2","	12","	5","	6","	76","	25","	15","	9","	42","	8","	4","	0","	21","	32","	4","	5","	0","	0","	5","	9","	0","	"
